"","rated","turns","victory_status","winner","white_id","white_rating","black_id","black_rating","opening_name"
"15391","FALSE",142,"mate","black","omar_naguib",1099,"hash_13-chess",1115,"Modern Defense"
"15392","TRUE",60,"mate","black","hash_13-chess",1136,"mr_zilgaze",843,"Hungarian Opening"
"15393","TRUE",23,"resign","white","mr_zilgaze",798,"hash_13-chess",1157,"Modern Defense"
"15447","TRUE",183,"mate","white","2700172",1847,"die_uhr",1801,"Sicilian Defense"
"15450","TRUE",53,"resign","white","die_uhr",1788,"humb",1756,"Italian Game"
"15451","TRUE",114,"draw","draw","humb",1755,"die_uhr",1789,"Queen's Pawn Game"
"15452","FALSE",96,"resign","black","trois0",1696,"die_uhr",1789,"Ruy Lopez"
"15470","FALSE",88,"draw","draw","die_uhr",1835,"rtcxks",1632,"Queen's Indian Defense"
"15471","FALSE",107,"resign","white","die_uhr",1835,"rtcxks",1632,"Queen's Indian Defense"
"15477","FALSE",126,"mate","black","die_uhr",1851,"trois0",1703,"Queen's Indian Defense"
"15478","FALSE",123,"resign","white","die_uhr",1851,"trois0",1703,"Queen's Indian Defense"
"15513","TRUE",27,"resign","white","arda0000000",1695,"peterqiu",1669,"Sicilian Defense"
"15514","TRUE",47,"resign","black","peterqiu",1680,"arda0000000",1684,"Italian Game"
"15515","TRUE",16,"resign","black","arda0000000",1696,"peterqiu",1668,"Sicilian Defense"
"15516","TRUE",48,"resign","white","navid777",1692,"peterqiu",1679,"Sicilian Defense"
"15528","TRUE",86,"resign","white","peterqiu",1713,"kaliayev",1493,"Italian Game"
"15532","TRUE",72,"mate","black","peterqiu",1735,"alfredgjoncari",1747,"Giuoco Piano"
"15535","TRUE",34,"resign","black","peterqiu",1762,"vitaminex",1847,"Four Knights Game"
"15536","TRUE",54,"mate","black","stefanmasch",1901,"peterqiu",1746,"Slav Defense"
"15608","TRUE",57,"resign","white","janko111",1783,"pat222",1530,"French Defense"
"15631","TRUE",78,"resign","black","brko61",1731,"pat222",1572,"King's Gambit"
"15633","TRUE",34,"resign","black","janko111",1698,"pat222",1568,"Bishop's Opening"
"15643","TRUE",26,"resign","black","custommods",1623,"pat222",1594,"Philidor Defense"
"15656","FALSE",43,"mate","white","martbryde",1742,"josephelbouhessaini",1218,"King's Pawn Game"
"15657","FALSE",17,"mate","white","martbryde",1742,"josephelbouhessaini",1218,"Owen Defense"
"15660","FALSE",46,"mate","black","josephelbouhessaini",1317,"julien63000",1500,"King's Pawn Game"
"15661","FALSE",23,"mate","white","julien63000",1500,"josephelbouhessaini",1317,"Nimzowitsch Defense"
"15663","TRUE",63,"mate","white","snupi",1504,"josephelbouhessaini",1500,"Owen Defense"
"15665","TRUE",24,"resign","white","chess-player001",1800,"derspiegel",1733,"Nimzo-Indian Defense"
"15681","TRUE",110,"outoftime","black","derspiegel",1719,"ilija777",1817,"Italian Game"
"15682","TRUE",41,"resign","white","ilija777",1809,"derspiegel",1729,"Sicilian Defense"
"15689","TRUE",52,"mate","black","derspiegel",1696,"exoprimal",1812,"Sicilian Defense"
"15692","TRUE",80,"outoftime","black","derspiegel",1690,"supermik",1830,"Nimzowitsch Defense"
"15693","TRUE",37,"resign","white","supermik",1823,"derspiegel",1700,"Sicilian Defense"
"15694","TRUE",18,"resign","white","derspiegel",1679,"supermik",1838,"Nimzowitsch Defense"
"15695","TRUE",47,"outoftime","white","amira12",1908,"derspiegel",1697,"Pirc Defense"
"15696","TRUE",42,"resign","black","derspiegel",1704,"amira12",1903,"Philidor Defense"
"15697","TRUE",71,"resign","white","amira12",1897,"derspiegel",1713,"Sicilian Defense"
"15702","TRUE",41,"resign","black","derspiegel",1775,"xxvn",1816,"Philidor Defense"
"15703","TRUE",69,"outoftime","white","xxvn",1806,"derspiegel",1793,"Horwitz Defense"
"15704","TRUE",24,"resign","white","derspiegel",1772,"xxvn",1817,"Italian Game"
"15709","TRUE",84,"outoftime","black","derspiegel",1852,"jabsona",1872,"Robatsch (Modern) Defense"
"15710","TRUE",57,"mate","white","jabsona",1861,"derspiegel",1877,"Sicilian Defense"
"15711","TRUE",29,"resign","white","derspiegel",1850,"jabsona",1872,"Italian Game"
"15718","FALSE",62,"mate","black","howdoichess96",1708,"cadaca1",2024,"King's Knight Opening"
"15719","FALSE",63,"resign","white","cadaca1",2024,"howdoichess96",1708,"Sicilian Defense"
"15720","FALSE",54,"mate","black","howdoichess96",1708,"cadaca1",2024,"King's Indian Defense"
"15721","FALSE",38,"resign","black","howdoichess96",1708,"cadaca1",2024,"Queen's Pawn Game"
"15725","FALSE",64,"resign","white","larevanche",1545,"howdoichess96",1708,"Indian Game"
"15736","FALSE",46,"resign","white","cjajr",2180,"howdoichess96",1708,"Sicilian Defense"
"15737","FALSE",84,"resign","black","howdoichess96",1708,"cjajr",2180,"Queen's Pawn Game"
"15738","FALSE",45,"draw","draw","cjajr",2180,"howdoichess96",1708,"King's Indian Defense"
"15740","FALSE",25,"resign","black","howdoichess96",1708,"raedalghazali",1540,"Sicilian Defense"
"15785","TRUE",38,"mate","black","maiconoo8oo",1374,"mazpharaoh",1391,"Van't Kruijs Opening"
"15786","TRUE",68,"mate","black","mazpharaoh",1403,"maiconoo8oo",1363,"French Defense"
"15787","TRUE",37,"resign","white","maiconoo8oo",1350,"mazpharaoh",1416,"Queen's Pawn Game"
"15791","TRUE",27,"resign","black","az_99",1707,"sktfaker",1775,"Sicilian Defense"
"15796","TRUE",46,"resign","black","az_99",1712,"sergipechess",1867,"Queen's Pawn Game"
"15802","TRUE",149,"mate","white","az_99",1743,"nileshsar",1498,"Queen's Pawn"
"15804","TRUE",30,"resign","white","smm1347",2092,"az_99",1733,"Scotch Game"
"15809","TRUE",24,"resign","black","az_99",1758,"blablub",2112,"Gruenfeld Defense"
"15849","TRUE",23,"resign","white","vic_mark",1522,"solidchess_hehe",1486,"Italian Game"
"15853","TRUE",58,"draw","draw","vic_mark",1547,"vares",1664,"Alekhine Defense"
"15874","FALSE",57,"mate","white","sorin_256",2320,"mathmagician",1500,"French Defense"
"15875","FALSE",61,"mate","white","sorin_256",2193,"mathmagician",1500,"French Defense"
"15876","FALSE",50,"mate","black","mathmagician",1500,"sorin_256",2193,"Gruenfeld Defense"
"15891","TRUE",28,"resign","black","aridaybordon",1782,"lcf64",1914,"Queen's Gambit Declined"
"15893","TRUE",74,"resign","white","chess-player001",1791,"aridaybordon",1785,"Queen's Gambit Accepted"
"15903","TRUE",31,"resign","white","selami011235",1895,"aridaybordon",1825,"King's Gambit Accepted"
"15912","TRUE",30,"resign","black","aridaybordon",1862,"bringue",1764,"Budapest Defense"
"15914","TRUE",50,"resign","black","aridaybordon",1865,"shakailham",1845,"Dutch Defense"
"15915","TRUE",107,"resign","white","shakailham",1834,"aridaybordon",1877,"Bird Opening"
"15929","TRUE",54,"mate","black","sarthakmanna",1760,"menelaos1997",1740,"Vienna Game"
"15934","TRUE",116,"outoftime","black","country47it",1751,"sarthakmanna",1775,"Italian Game"
"15935","TRUE",104,"resign","black","sarthakmanna",1787,"country47it",1739,"Sicilian Defense"
"15941","TRUE",80,"resign","black","sarthakmanna",1812,"yyo",1693,"Four Knights Game"
"15954","TRUE",70,"resign","black","yyo",1679,"sarthakmanna",1788,"King's Knight Opening"
"15955","TRUE",71,"resign","white","sarthakmanna",1780,"yyo",1686,"Italian Game"
"15956","TRUE",42,"resign","black","yyo",1694,"sarthakmanna",1771,"Italian Game"
"15964","TRUE",39,"resign","white","teatime007",2579,"mtnmcallister",2036,"King's Indian Attack"
"15965","TRUE",44,"outoftime","black","mtnmcallister",2037,"teatime007",2577,"Caro-Kann Defense"
"15966","TRUE",33,"resign","white","teatime007",2574,"mtnmcallister",2039,"Zukertort Opening"
"15967","TRUE",92,"resign","black","mtnmcallister",2040,"teatime007",2571,"Caro-Kann Defense"
"15968","TRUE",53,"outoftime","white","kazan_master",2367,"mtnmcallister",2043,"Sicilian Defense"
"15969","TRUE",53,"resign","white","mtnmcallister",2029,"habboush",2099,"Sicilian Defense"
"15979","TRUE",74,"resign","white","thelordoftheboard",2352,"aswer",2366,"Latvian Gambit Accepted"
"15980","TRUE",161,"mate","white","aswer",2351,"thelordoftheboard",2363,"Sicilian Defense"
"16001","TRUE",61,"resign","white","regato",1650,"totonut",1806,"Gruenfeld Defense"
"16002","TRUE",55,"resign","white","totonut",1799,"regato",1657,"Caro-Kann Defense"
"16003","TRUE",55,"mate","white","regato",1641,"totonut",1816,"Gruenfeld Defense"
"16011","TRUE",59,"mate","white","vaxxx84",1827,"totonut",1857,"Gruenfeld Defense"
"16014","TRUE",113,"draw","draw","greybeard23",1644,"totonut",1868,"Zukertort Opening"
"16018","FALSE",41,"outoftime","white","totonut",1868,"jbosch",1662,"Sicilian Defense"
"16019","FALSE",116,"resign","black","jbosch",1662,"totonut",1868,"French Defense"
"16020","FALSE",60,"resign","black","totonut",1868,"jbosch",1662,"Sicilian Defense"
"16021","FALSE",142,"resign","black","jbosch",1662,"totonut",1868,"French Defense"
"16027","FALSE",62,"resign","black","empiretemple",1701,"totonut",1868,"French Defense"
"16054","FALSE",47,"resign","white","petarbosnjak",2305,"chevere17",1883,"Scandinavian Defense"
"16055","FALSE",32,"resign","black","chevere17",1883,"petarbosnjak",2305,"Indian Game"
"16056","FALSE",25,"resign","white","petarbosnjak",2305,"chevere17",1883,"Italian Game"
"16057","FALSE",55,"resign","black","chevere17",1883,"petarbosnjak",2305,"Indian Game"
"16072","TRUE",70,"resign","black","liamxddd",1772,"nicimacar",1781,"Scotch Game"
"16073","TRUE",60,"resign","black","nicimacar",1794,"liamxddd",1712,"King's Knight Opening"
"16074","TRUE",32,"resign","black","liamxddd",1765,"nicimacar",1784,"Scotch Game"
"16076","TRUE",46,"mate","black","tennae",1558,"liamxddd",1796,"Ruy Lopez"
"16077","TRUE",67,"resign","white","liamxddd",1746,"tennae",1565,"Philidor Defense"
"16078","TRUE",56,"mate","black","tennae",1573,"liamxddd",1653,"Ruy Lopez"
"16127","TRUE",82,"mate","black","vanirof",1831,"mvl9000",1721,"King's Indian Attack"
"16129","TRUE",35,"mate","white","vanirof",1802,"mobin1388",1826,"Zukertort Opening"
"16131","TRUE",28,"resign","black","vanirof",1804,"eraldii",1915,"King's Indian Attack"
"16133","TRUE",52,"resign","black","vanirof",1817,"alkun57",1924,"Zukertort Opening"
"16134","TRUE",59,"mate","white","vanirof",1806,"mouhieddine",1808,"Queen's Pawn Game"
"16140","TRUE",74,"mate","black","husref",1746,"vanirof",1815,"Polish Opening"
"16154","FALSE",88,"outoftime","black","yazeed_bani_saleem",1772,"cantona85",1659,"Modern Defense"
"16155","TRUE",69,"outoftime","white","cantona85",1659,"yazeed_bani_saleem",1772,"Italian Game"
"16156","TRUE",49,"resign","white","cantona85",1659,"yazeed_bani_saleem",1772,"Italian Game"
"16167","TRUE",66,"resign","white","yazeed_bani_saleem",1720,"ur2ez4me",1726,"Queen's Pawn Game"
"16168","TRUE",67,"mate","white","ur2ez4me",1714,"yazeed_bani_saleem",1732,"Russian Game"
"16169","TRUE",32,"mate","black","yazeed_bani_saleem",1744,"ur2ez4me",1701,"Sicilian Defense"
"16222","TRUE",80,"mate","black","lady_anna",1193,"schneetatze",1421,"French Defense"
"16223","TRUE",65,"mate","white","schneetatze",1414,"lady_anna",1271,"King's Pawn Game"
"16224","TRUE",38,"mate","black","lady_anna",1500,"schneetatze",1404,"Horwitz Defense"
"16238","FALSE",86,"resign","black","dlermahuy",1679,"wilinski_28",1951,"Sicilian Defense"
"16239","FALSE",29,"resign","white","wilinski_28",1951,"dlermahuy",1679,"Queen's Gambit Accepted"
"16240","FALSE",78,"resign","black","dlermahuy",1679,"wilinski_28",1951,"Sicilian Defense"
"16276","TRUE",13,"resign","white","tharmarajah",1310,"tetley",1291,"Ruy Lopez"
"16285","TRUE",27,"resign","white","pablo1988z",1401,"tetley",1304,"Bishop's Opening"
"16291","TRUE",20,"resign","black","marellik",1240,"tetley",1297,"Ruy Lopez"
"16297","TRUE",58,"resign","black","tetley",1288,"jpadron19",1587,"Slav Defense"
"16325","FALSE",27,"mate","white","shieldandsword88",1619,"king5891",1400,"Modern Defense"
"16326","FALSE",44,"resign","black","king5891",1400,"shieldandsword88",1619,"Nimzowitsch-Larsen Attack"
"16332","FALSE",106,"draw","draw","albertocdj",1766,"king5891",1400,"Owen Defense"
"16340","FALSE",59,"resign","white","robotec",1318,"king5891",1400,"Owen Defense"
"16353","FALSE",40,"mate","black","whatnext",1356,"king5891",1400,"Owen Defense"
"16436","TRUE",105,"outoftime","white","narges123",1997,"ramin741",1747,"Pirc Defense"
"16437","TRUE",35,"resign","black","ramin741",1751,"narges123",1992,"French Defense"
"16438","TRUE",35,"resign","white","narges123",1987,"ramin741",1757,"Pirc Defense"
"16439","TRUE",82,"outoftime","black","ramin741",1762,"narges123",1971,"Petrov's Defense"
"16440","TRUE",83,"outoftime","white","narges123",1964,"ramin741",1768,"Pirc Defense"
"16461","TRUE",66,"mate","black","alexmorato",961,"bassboy",974,"Kadas Opening"
"16462","TRUE",89,"resign","white","bassboy",963,"alexmorato",975,"King's Pawn Game"
"16490","TRUE",162,"resign","black","elvispy65",1807,"mhamed_basti",1786,"Sicilian Defense"
"16494","TRUE",104,"draw","draw","chess-player001",1831,"elvispy65",1776,"Indian Game"
"16498","TRUE",109,"outoftime","white","elvispy65",1775,"afredoford",1761,"Sicilian Defense"
"16502","TRUE",60,"resign","black","elvispy65",1823,"bontakriks",1729,"Caro-Kann Defense"
"16511","TRUE",54,"mate","black","victorbrz",1648,"yuredouglas",1765,"Queen's Gambit Declined"
"16512","TRUE",30,"resign","white","yuredouglas",1757,"victorbrz",1656,"Sicilian Defense"
"16513","TRUE",48,"resign","black","yuredouglas",1792,"victorbrz",1640,"Philidor Defense"
"16514","TRUE",54,"mate","black","victorbrz",1647,"yuredouglas",1785,"Sicilian Defense"
"16515","TRUE",42,"resign","black","yuredouglas",1801,"victorbrz",1631,"Scotch Game"
"16516","TRUE",50,"outoftime","black","victorbrz",1638,"yuredouglas",1795,"Sicilian Defense"
"16517","TRUE",29,"resign","white","yuredouglas",1788,"victorbrz",1645,"Philidor Defense"
"16518","TRUE",48,"resign","black","victorbrz",1652,"yuredouglas",1781,"Sicilian Defense"
"16519","TRUE",78,"mate","black","yuredouglas",1796,"victorbrz",1636,"Sicilian Defense"
"16521","FALSE",47,"resign","black","ellute1",1588,"victorbrz",1622,"Philidor Defense"
"16524","TRUE",71,"resign","white","freechaser",1670,"paulorojas",1685,"Alekhine Defense"
"16525","TRUE",97,"mate","white","paulorojas",1674,"freechaser",1680,"English Opening"
"16526","TRUE",47,"mate","white","freechaser",1670,"paulorojas",1685,"King's Knight Opening"
"16528","FALSE",122,"draw","draw","javi_r",1747,"paulorojas",1692,"Modern Defense"
"16529","FALSE",111,"mate","white","paulorojas",1692,"javi_r",1747,"Nimzo-Larsen Attack"
"16530","FALSE",91,"resign","white","javi_r",1747,"paulorojas",1692,"Ruy Lopez"
"16531","FALSE",53,"resign","white","paulorojas",1692,"javi_r",1747,"English Opening"
"16532","FALSE",130,"resign","black","javi_r",1747,"paulorojas",1692,"Alekhine Defense"
"16533","FALSE",43,"resign","white","paulorojas",1692,"javi_r",1747,"Queen's Pawn Game"
"16534","FALSE",121,"resign","white","paulorojas",1692,"javi_r",1747,"Italian Game"
"16535","FALSE",110,"resign","black","javi_r",1747,"paulorojas",1692,"Sicilian Defense"
"16536","FALSE",96,"outoftime","black","javi_r",1747,"paulorojas",1692,"Four Knights Game"
"16537","FALSE",43,"resign","white","paulorojas",1692,"javi_r",1747,"Nimzo-Larsen Attack"
"16538","FALSE",81,"draw","draw","javi_r",1747,"paulorojas",1692,"Ruy Lopez"
"16539","FALSE",129,"resign","white","paulorojas",1692,"javi_r",1747,"Queen's Pawn Game"
"16540","FALSE",164,"draw","draw","zsisk22",1654,"paulorojas",1692,"Sicilian Defense"
"16541","FALSE",79,"resign","white","zsisk22",1600,"paulorojas",1692,"King's Pawn Game"
"16542","FALSE",54,"resign","black","paulorojas",1692,"zsisk22",1637,"Indian Game"
"16543","FALSE",128,"resign","black","paulorojas",1692,"zsisk22",1637,"English Opening"
"16546","TRUE",44,"resign","white","michael_hackett",1688,"paulorojas",1705,"Robatsch (Modern) Defense"
"16551","FALSE",97,"resign","white","paulorojas",1669,"zsisk22",1573,"English Opening"
"16558","FALSE",57,"resign","white","zsisk22",1651,"paulorojas",1670,"Van't Kruijs Opening"
"16559","FALSE",93,"mate","white","zsisk22",1651,"paulorojas",1670,"Sicilian Defense"
"16560","FALSE",65,"resign","white","paulorojas",1670,"zsisk22",1659,"Philidor Defense"
"16561","TRUE",99,"mate","white","st2orm",2095,"gambitsforlife",1679,"Sicilian Defense"
"16570","TRUE",66,"mate","black","gambitsforlife",1691,"kvs",1643,"French Defense"
"16581","TRUE",97,"outoftime","white","naoufel",1785,"gambitsforlife",1680,"Italian Game"
"16586","TRUE",101,"outoftime","white","jeandossantos",1822,"elijahreese",1886,"Queen's Pawn Game"
"16588","TRUE",87,"resign","white","elijahreese",1893,"jhonwalter",1768,"French Defense"
"16592","TRUE",65,"resign","white","alfredgjoncari",1753,"elijahreese",1871,"Italian Game"
"16593","TRUE",46,"resign","black","tossinov",1826,"elijahreese",1860,"King's Gambit"
"16721","TRUE",126,"outoftime","black","enricolord",1313,"chesslearningpro",1543,"English Opening"
"16723","TRUE",67,"resign","white","enricolord",1266,"chesslearningpro",1585,"English Opening"
"16724","TRUE",49,"resign","black","chesslearningpro",1542,"enricolord",1242,"Indian Game"
"16725","TRUE",88,"draw","draw","enricolord",1232,"chesslearningpro",1551,"English Opening"
"16727","TRUE",35,"mate","white","chesslearningpro",1525,"enricolord",1249,"English Opening"
"16728","TRUE",86,"resign","white","enricolord",1225,"chesslearningpro",1546,"English Opening"
"16729","TRUE",65,"mate","white","enricolord",1198,"chesslearningpro",1613,"English Opening"
"16730","TRUE",66,"resign","black","enricolord",1189,"chesslearningpro",1621,"English Opening"
"16731","TRUE",63,"mate","white","chesslearningpro",1619,"enricolord",1191,"Mikenas Defense"
"16733","FALSE",22,"mate","black","chesslearningpro",1649,"enricolord",1176,"English Opening"
"16734","FALSE",14,"resign","white","enricolord",1176,"chesslearningpro",1649,"English Opening"
"16735","FALSE",67,"resign","white","chesslearningpro",1621,"enricolord",1176,"English Opening"
"16736","FALSE",106,"outoftime","black","enricolord",1176,"chesslearningpro",1621,"English Opening"
"16737","FALSE",96,"mate","black","enricolord",1176,"chesslearningpro",1615,"Queen's Gambit Accepted"
"16738","FALSE",115,"mate","white","chesslearningpro",1615,"enricolord",1176,"Queen's Pawn Game"
"16739","FALSE",113,"mate","white","enricolord",1176,"chesslearningpro",1615,"Queen's Gambit Accepted"
"16740","FALSE",69,"mate","white","chesslearningpro",1653,"enricolord",1176,"Queen's Pawn Game"
"16741","FALSE",58,"mate","black","enricolord",1176,"chesslearningpro",1653,"Old Indian Defense"
"16742","FALSE",54,"resign","black","chesslearningpro",1653,"enricolord",1176,"English Opening"
"16743","FALSE",21,"draw","draw","enricolord",1176,"chesslearningpro",1653,"Queen's Gambit Accepted"
"16745","TRUE",79,"mate","white","chesslearningpro",1308,"enricolord",1185,"English Opening"
"16746","TRUE",45,"mate","white","enricolord",1164,"chesslearningpro",1326,"Slav Defense"
"16747","TRUE",73,"resign","white","chesslearningpro",1318,"enricolord",1173,"English Opening"
"16751","TRUE",116,"outoftime","black","enricolord",1203,"chesslearningpro",1267,"Queen's Gambit Refused"
"16752","TRUE",42,"mate","black","chesslearningpro",1283,"enricolord",1182,"Benoni Defense"
"16757","FALSE",35,"mate","white","amanan",1543,"maumau62",1601,"Philidor Defense"
"16788","TRUE",52,"mate","black","amanan",1508,"brasid",1562,"Ruy Lopez"
"16789","TRUE",31,"mate","white","brasid",1552,"amanan",1518,"French Defense"
"16790","TRUE",23,"resign","white","amanan",1505,"brasid",1565,"Ruy Lopez"
"16791","TRUE",35,"resign","black","brasid",1580,"amanan",1492,"French Defense"
"16868","FALSE",53,"outoftime","white","tiaoabdo",1886,"hamedbriki",1970,"Ruy Lopez"
"16869","FALSE",138,"outoftime","black","hamedbriki",1970,"tiaoabdo",1886,"Nimzo-Indian Defense"
"16870","TRUE",135,"mate","white","tiaoabdo",1886,"hamedbriki",1970,"Sicilian Defense"
"16886","TRUE",110,"resign","black","justinlew99",1652,"onlysully",1735,"Sicilian Defense"
"16887","TRUE",85,"resign","white","onlysully",1726,"justinlew99",1661,"Englund Gambit Complex"
"16888","TRUE",20,"resign","black","justinlew99",1672,"onlysully",1717,"Budapest Defense"
"17001","TRUE",59,"resign","white","ringhals",1443,"erikweisz",1323,"English Opening"
"17010","TRUE",36,"resign","white","v_clava38",1688,"erikweisz",1386,"Philidor Defense"
"17012","TRUE",102,"outoftime","black","imlimbad",1225,"erikweisz",1385,"Englund Gambit Declined"
"17028","TRUE",54,"resign","white","mabrown86",1604,"erikweisz",1380,"Philidor Defense"
"17034","TRUE",15,"mate","white","likechesss",1648,"erikweisz",1399,"Philidor Defense"
"17035","TRUE",27,"mate","white","likechesss",1643,"erikweisz",1404,"French Defense"
"17036","TRUE",82,"resign","white","likechesss",1638,"erikweisz",1409,"Petrov's Defense"
"17037","TRUE",32,"mate","black","likechesss",1657,"erikweisz",1389,"Latvian Gambit"
"17038","TRUE",66,"resign","white","likechesss",1653,"erikweisz",1394,"Petrov's Defense"
"17050","FALSE",45,"resign","white","greenpeace48",1553,"vanitasmarilyn",2060,"French Defense"
"17054","FALSE",34,"mate","black","vanitasmarilyn",2060,"vevo57",1882,"King's Gambit Accepted"
"17080","TRUE",48,"resign","black","thegasmask",1366,"moniuska",1297,"Zukertort Opening"
"17081","TRUE",95,"resign","white","moniuska",1282,"thegasmask",1380,"King's Pawn Game"
"17098","TRUE",106,"mate","black","moniuska",1323,"thegasmask",1351,"Three Knights Opening"
"17100","TRUE",45,"resign","black","thegasmask",1362,"iriskesss",1461,"King's Pawn Game"
"17141","TRUE",16,"resign","black","zapala",1506,"jara_h",1662,"Sicilian Defense"
"17143","TRUE",90,"mate","black","zapala",1524,"hunbee",1597,"Modern Defense"
"17147","TRUE",85,"resign","white","zapala",1512,"hakanclkrs",1642,"Scotch Game"
"17154","TRUE",54,"resign","black","y_d",1606,"zapala",1535,"Mikenas Defense"
"17159","FALSE",33,"resign","black","zapala",1546,"eightx8",1700,"Sicilian Defense"
"17169","TRUE",44,"resign","black","vinhasale",1649,"zapala",1501,"King's Pawn Game"
"17172","TRUE",61,"resign","white","josevilar",1704,"zapala",1523,"Queen's Pawn Game"
"17179","TRUE",32,"resign","black","zapala",1522,"v_clava38",1702,"Scotch Game"
"17184","TRUE",28,"resign","black","zapala",1565,"ledaua",1563,"Scotch Game"
"17249","TRUE",75,"mate","white","denisgodunov",1575,"ariankiamahdi",1420,"Scandinavian Defense"
"17250","TRUE",65,"mate","white","denisgodunov",1563,"aldaarqt",1615,"Danish Gambit Accepted"
"17271","FALSE",56,"mate","black","ilyadjscjd",1600,"denisgodunov",1576,"French Defense"
"17272","FALSE",104,"resign","black","denisgodunov",1576,"ilyadjscjd",1600,"Sicilian Defense"
"17281","FALSE",32,"outoftime","black","ilyadjscjd",1600,"denisgodunov",1542,"Ruy Lopez"
"17304","TRUE",55,"outoftime","white","custommods",1640,"juanma206",1706,"Queen's Pawn Game"
"17311","TRUE",42,"resign","white","juanma206",1666,"thebadfish",1872,"Sicilian Defense"
"17312","TRUE",111,"resign","white","thebadfish",1867,"juanma206",1671,"English Opening"
"17313","TRUE",33,"resign","white","juanma206",1664,"thebadfish",1883,"Sicilian Defense"
"17330","TRUE",52,"resign","black","juanma206",1726,"custommods",1686,"Ruy Lopez"
"17331","TRUE",32,"resign","black","custommods",1696,"juanma206",1715,"Italian Game"
"17401","TRUE",42,"resign","black","mukrisp",1711,"fl0yd",1729,"Scandinavian Defense"
"17402","TRUE",56,"mate","black","fl0yd",1742,"mukrisp",1700,"Philidor Defense"
"17403","TRUE",27,"resign","white","josevilar",1726,"mukrisp",1710,"Queen's Pawn Game"
"17406","TRUE",73,"resign","black","emis2004",1696,"mukrisp",1698,"English Opening"
"17407","TRUE",33,"resign","white","mukrisp",1687,"emis2004",1708,"Bishop's Opening"
"17408","TRUE",70,"resign","black","emis2004",1720,"mukrisp",1675,"Queen's Pawn Game"
"17412","TRUE",30,"mate","black","pablopereyra",1629,"mukrisp",1645,"Ruy Lopez"
"17413","TRUE",47,"resign","white","mukrisp",1634,"pablopereyra",1641,"Italian Game"
"17414","TRUE",50,"resign","black","pablopereyra",1652,"mukrisp",1623,"King's Pawn Game"
"17415","TRUE",142,"draw","draw","mukrisp",1622,"pablopereyra",1653,"Bishop's Opening"
"17423","TRUE",57,"resign","white","mukrisp",1597,"gunsti",1701,"Sicilian Defense"
"17424","TRUE",42,"mate","black","gunsti",1716,"mukrisp",1582,"Philidor Defense"
"17429","TRUE",100,"resign","black","mukrisp",1615,"oleg-tsebro",1658,"Four Knights Game"
"17434","TRUE",27,"mate","white","ur2ez4me",1712,"mukrisp",1622,"Giuoco Piano"
"17436","TRUE",33,"mate","white","oleg-tsebro",1655,"mukrisp",1617,"Italian Game"
"17437","TRUE",55,"mate","white","mukrisp",1604,"oleg-tsebro",1668,"Russian Game"
"17460","TRUE",71,"resign","white","elvis1997",2157,"itsmagic",2355,"Sicilian Defense"
"17471","TRUE",83,"resign","white","edwmpg",2075,"elvis1997",2165,"Indian Game"
"17472","TRUE",57,"resign","white","elvis1997",2154,"edwmpg",2084,"Zukertort Opening"
"17473","TRUE",72,"resign","black","edwmpg",2093,"elvis1997",2143,"Slav Defense"
"17476","TRUE",100,"draw","draw","valera1954",2020,"elvis1997",2120,"Pirc Defense"
"17477","TRUE",51,"resign","white","elvis1997",2109,"valera1954",2028,"Scotch Game"
"17520","TRUE",140,"resign","black","tunisinov",1980,"daniyal_rysaev",2085,"Sicilian Defense"
"17521","TRUE",61,"resign","white","daniyal_rysaev",2022,"tunisinov",1989,"Queen's Gambit Accepted"
"17522","TRUE",78,"resign","black","tunisinov",2000,"daniyal_rysaev",1917,"Nimzo-Indian Defense"
"17530","TRUE",52,"resign","white","vinhasale",1681,"juansnow",1520,"King's Pawn Game"
"17531","TRUE",61,"resign","white","vinhasale",1674,"juansnow",1528,"Caro-Kann Defense"
"17539","TRUE",56,"resign","black","juansnow",1558,"soric",1768,"Queen's Indian Defense"
"17540","TRUE",58,"resign","white","soric",1762,"juansnow",1564,"Caro-Kann Defense"
"17543","TRUE",48,"mate","black","pankr",1607,"juansnow",1543,"Caro-Kann Defense"
"17549","TRUE",77,"mate","white","simon_kevin",1920,"juansnow",1575,"Caro-Kann Defense"
"17550","TRUE",39,"resign","black","juansnow",1578,"simon_kevin",1916,"Nimzo-Indian Defense"
"17551","TRUE",101,"outoftime","white","simon_kevin",1911,"juansnow",1581,"Caro-Kann Defense"
"17594","FALSE",54,"resign","black","hansdampf",1844,"reubpear",1539,"Queen's Gambit Declined"
"17595","FALSE",33,"resign","white","reubpear",1539,"hansdampf",1844,"Queen's Gambit Declined"
"17596","FALSE",36,"resign","black","hansdampf",1844,"reubpear",1539,"Queen's Gambit Refused"
"17597","FALSE",28,"mate","black","reubpear",1539,"hansdampf",1844,"Queen's Pawn Opening"
"17598","FALSE",29,"resign","white","mehdi271",1855,"reubpear",1539,"Philidor Defense"
"17619","FALSE",38,"mate","black","rubikstein",1580,"seciyeli",1595,"Scandinavian Defense"
"17626","FALSE",65,"resign","white","rubikstein",1602,"howdoichess96",1628,"Gruenfeld Defense"
"17631","TRUE",35,"resign","black","rubikstein",1600,"gunsti",1621,"Ruy Lopez"
"17632","FALSE",41,"resign","white","rubikstein",1600,"arrchess",1609,"Ruy Lopez"
